10:14:54|1每日.py|每日脚本开始
10:14:55|const.py|backMainProcess 返回主页面开始
10:14:56|const.py|backMainProcess 返回主页面结束
10:14:56|util.py|findPicLoop 循环找图开始 ./public/bmp/weigh anchor.jpg
10:14:57|util.py|findPicLoop 循环找图结束 ./public/bmp/weigh anchor.jpg
10:14:57|util.py|click 729 244
10:14:58|util.py|findPicLoop 循环找图开始 ./public/bmp/daily task.jpg
10:14:58|util.py|findPicLoop 循环找图结束 ./public/bmp/daily task.jpg
10:14:58|util.py|click 487 413
10:15:00|util.py|getNumbers 识数字开始
10:15:01|util.py|getNumbers 识数字结束
10:15:01|util.py|click 55 288
10:15:02|util.py|click 353 305
10:15:03|util.py|click 503 134
10:15:04|const.py|anchorProcess 出击步骤开始
10:15:05|const.py|今日不再提示判断 开始
10:15:06|util.py|findPicLoop 循环找图开始 ./public/bmp/anchor.bmp
10:15:06|util.py|findPicLoop 循环找图结束 ./public/bmp/anchor.bmp
10:15:07|util.py|click 770 429
10:15:07|const.py|自律 开始
10:15:08|const.py|船坞已满判断 开始
10:15:19|util.py|findPicLoop 循环找图开始 ./public/bmp/S.bmp
10:16:21|util.py|findPicLoop 循环找图结束 ./public/bmp/S.bmp
10:16:21|const.py|自律 结束
10:16:22|util.py|click 135 424
10:16:23|util.py|click 684 308
10:16:25|const.py|打捞到sr或ssr判断 开始
10:16:26|util.py|click 684 308
10:16:26|util.py|findPicLoop 循环找图开始 ./public/bmp/exp2.bmp
10:16:27|util.py|findPicLoop 循环找图结束 ./public/bmp/exp2.bmp
10:16:27|util.py|click 733 445
10:16:30|const.py|作战失败判断 开始
10:16:34|const.py|紧急委托判断 开始
10:16:34|const.py|anchorProcess 出击步骤结束
10:16:34|util.py|click 503 134
10:16:36|const.py|anchorProcess 出击步骤开始
10:16:36|const.py|今日不再提示判断 开始
10:16:37|util.py|findPicLoop 循环找图开始 ./public/bmp/anchor.bmp
10:16:38|util.py|findPicLoop 循环找图结束 ./public/bmp/anchor.bmp
10:16:38|util.py|click 770 429
10:16:39|const.py|自律 开始
10:16:40|const.py|船坞已满判断 开始
10:16:50|util.py|findPicLoop 循环找图开始 ./public/bmp/S.bmp
10:17:52|util.py|findPicLoop 循环找图结束 ./public/bmp/S.bmp
10:17:52|const.py|自律 结束
10:17:53|util.py|click 135 424
10:17:54|util.py|click 684 308
10:17:56|const.py|打捞到sr或ssr判断 开始
10:17:56|util.py|click 684 308
10:17:57|util.py|findPicLoop 循环找图开始 ./public/bmp/exp2.bmp
10:17:57|util.py|findPicLoop 循环找图结束 ./public/bmp/exp2.bmp
10:17:57|util.py|click 733 445
10:18:10|4通常7-2 不打boss.py|通常7-2 不打boss 开始
10:18:10|const.py|chapterProcess 进入出击章节步骤开始
10:18:10|const.py|backMainProcess 返回主页面开始
10:18:11|const.py|backMainProcess 返回主页面结束
10:18:11|util.py|findPicLoop 循环找图开始 ./public/bmp/weigh anchor.jpg
10:18:12|util.py|findPicLoop 循环找图结束 ./public/bmp/weigh anchor.jpg
